CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE
CERTIFIED,"BLUE LABS, LLC",POLITICAL SCIENTISTS,LEAD POLITICAL STRATEGIST,Y,74194,2016,"WASHINGTON, DISTRICT OF COLUMBIA"
CERTIFIED,UNITED STATES INSTITUTE OF PEACE,POLITICAL SCIENTISTS,PROGRAM OFFICER,Y,93538,2016,"WASHINGTON, DISTRICT OF COLUMBIA"
CERTIFIED,CENTER FOR STRATEGIC AND INTERNATIONAL STUDIES,POLITICAL SCIENTISTS,SENIOR ADVISOR ON ASIA PACIFIC SECURITY,Y,132205,2016,"WASHINGTON, DISTRICT OF COLUMBIA"
CERTIFIED,PARTNERSHIP FOR PUBLIC SERVICE,POLITICAL SCIENTISTS,"SPECIAL ADVISOR, TRANSITION SUPPORT",Y,74194,2016,"WASHINGTON, DISTRICT OF COLUMBIA"
CERTIFIED,US CLIMATE ACTION NETWORK,POLITICAL SCIENTISTS,CAMPAIGN AND TRAINING MANAGER,Y,74194,2016,"WASHINGTON, DISTRICT OF COLUMBIA"
CERTIFIED,"BLUELABS ANALYTICS, INC. F/K/A BLUE LABS, LLC",POLITICAL SCIENTISTS,LEAD POLITICAL STRATEGIST,Y,74194,2016,"WASHINGTON, DISTRICT OF COLUMBIA"
CERTIFIED,PARTNERSHIP FOR PUBLIC SERVICE,POLITICAL SCIENTISTS,"SPECIAL ADVISOR, TRANSITION SUPPORT",Y,74194,2016,"WASHINGTON, DISTRICT OF COLUMBIA"
CERTIFIED,ACCESS NOW,POLITICAL SCIENTISTS,INTERNATIONAL HUMAN RIGHTS SPECIALIST,Y,122928,2016,"NEW YORK, NEW YORK"
CERTIFIED,"NUCLEAR THREAT INITIATIVE, INC.",POLITICAL SCIENTISTS,SENIOR PROGRAM OFFICER,N,56306,2016,"WASHINGTON, DISTRICT OF COLUMBIA"
DENIED,"EMERGE INTERNATIONAL, LLC",POLITICAL SCIENTISTS,SENIOR RULE OF LAW EXPERT,Y,104000,2016,"WASHINGTON, DISTRICT OF COLUMBIA"
DENIED,"EMERGE INTERNATIONAL, LLC",POLITICAL SCIENTISTS,SENIOR RULE OF LAW EXPERT,Y,114400,2016,"WASHINGTON, DISTRICT OF COLUMBIA"
CERTIFIED,"EMERGE INTERNATIONAL, LLC",POLITICAL SCIENTISTS,SENIOR RULE OF LAW EXPERT,Y,94619.2,2016,"WASHINGTON, DISTRICT OF COLUMBIA"
CERTIFIED,"BLUELABS ANALYTICS, INC. F/K/A BLUE LABS, LLC",POLITICAL SCIENTISTS,LEAD POLITICAL STRATEGIST,Y,72093,2016,"WASHINGTON, DISTRICT OF COLUMBIA"
CERTIFIED,NUCLEAR THREAT INITIATIVE,POLITICAL SCIENTISTS,CONSULTANT FOR NUCLEAR NON-PROLIFERATION AND SAFEGUARDS,N,69596.8,2016,"WASHINGTON, DISTRICT OF COLUMBIA"
CERTIFIED,"DENVER INVESTMENT ADVISORS, LLC",POLITICAL SCIENTISTS,INTERNATIONAL RESEARCH ANALYST,N,37918,2016,"DENVER, COLORADO"
CERTIFIED,GREEN & HEALTHY HOMES INITIATIVE,POLITICAL SCIENTISTS,PUBLIC POLICY AND RESEARCH ASSOCIATE,N,50200,2016,"BALTIMORE, MARYLAND"
DENIED,COOPER GARY PRODUCTION LLC,ACTORS,ENTERTAINER,N,52000,2016,"OKLAHOMA CITY, OKLAHOMA"
CERTIFIED,INTERNATIONAL CENTER FOR JOURNALISTS,WRITERS AND AUTHORS,RESEARCH AND PROPOSAL COORDINATOR,N,45177.6,2016,"WASHINGTON, DISTRICT OF COLUMBIA"
CERTIFIED,BYD AMERICA CORPORATION,WRITERS AND AUTHORS,WRITER,N,60070,2016,"ARLINGTON HEIGHTS, ILLINOIS"
CERTIFIED,"OMELET, LLC",WRITERS AND AUTHORS,COPYWRITER,N,67122,2016,"CULVER CITY, CALIFORNIA"
CERTIFIED,MEMORIAL SLOAN-KETTERING CANCER CENTER,WRITERS AND AUTHORS,GRANT WRITER,N,53602,2016,"NEW YORK, NEW YORK"
DENIED,ALFRED KAHN,WRITERS AND AUTHORS,DIRECTOR OF DEVELOPMENT,N,40000,2016,"NEW YORK CITY, NEW YORK"
DENIED,CRANEKAHN LLC,WRITERS AND AUTHORS,DIRECTOR OF DEVELOPMENT,N,40000,2016,"NEW YORK CITY, NEW YORK"
CERTIFIED,"LOWE AND PARTNERS WORLDWIDE, INC.",WRITERS AND AUTHORS,ASSOCIATE CREATIVE DIRECTOR (COPY WRITER),N,64376,2016,"NEW YORK, NEW YORK"
CERTIFIED,TBWA WORLDWIDE INC.,WRITERS AND AUTHORS,SENIOR COPYWRITER,Y,103667,2016,"NEW YORK, NEW YORK"
DENIED,CRANEKAHN LLC,WRITERS AND AUTHORS,DIRECTOR OF DEVELOPMENT,N,40000,2016,"NEW YORK CITY, NEW YORK"
CERTIFIED,"PROFESSIONAL BUSINESS COLLEGE, INC.",WRITERS AND AUTHORS,CORPORATE MEDIA/COPY WRITER,N,44740.8,2016,"NEW YORK, NEW YORK"
CERTIFIED,POSSIBLE WORLDWIDE LLC,WRITERS AND AUTHORS,SENIOR BILINGUAL COPYWRITER,N,67954,2016,"CINCINNATI, OHIO"
CERTIFIED,TBWA WORLDWIDE INC.,WRITERS AND AUTHORS,SENIOR COPYWRITER,Y,84032,2016,"NEW YORK, NEW YORK"
CERTIFIED,"INFINITE COMPUTER SOLUTIONS, INC.",WRITERS AND AUTHORS,CONTENT WRITER,N,46134,2016,"MACOMB, MICHIGAN"
CERTIFIED,BRIGHTSIDE MANAGEMENT INC,WRITERS AND AUTHORS,COMMUNICATIONS SPECIALIST,N,45178,2016,"SPRINGFIELD, VIRGINIA"
CERTIFIED,"R/GA MEDIA GROUP, INC.",WRITERS AND AUTHORS,SENIOR COPYWRITER,Y,88067,2016,"SAN FRANCISCO, CALIFORNIA"
CERTIFIED,"FACEBOOK, INC.",WRITERS AND AUTHORS,CONTENT STRATEGIST,Y,103667,2016,"NEW YORK, NEW YORK"
DENIED,"AIGA, THE PROFESSIONAL ASSOCIATION FOR DESIGN",WRITERS AND AUTHORS,EDITORIAL RESIDENT,N,45000,2016,"NEW YORK, NEW YORK"
CERTIFIED,"TIME ADVERTISING, INC.",WRITERS AND AUTHORS,ACCOUNT EXECUTIVE,N,44408,2016,"MILLBRAE, CALIFORNIA"
DENIED,"AIGA, THE PROFESSIONAL ASSOCIATION FOR DESIGN",WRITERS AND AUTHORS,EDITORIAL RESIDENT,N,45000,2016,"NEW YORK, NEW YORK"
DENIED,"AIGA, THE PROFESSIONAL ASSOCIATION FOR DESIGN",WRITERS AND AUTHORS,EDITORIAL RESIDENT,N,44741,2016,"NEW YORK, NEW YORK"
CERTIFIED,"LAW OFFICES OF MICHAEL I BROOKS, APC",WRITERS AND AUTHORS,WRITER,N,44200,2016,"LOS ANGELES, CALIFORNIA"
CERTIFIED,CAPITOL HILL PUBLISHING CORP.,WRITERS AND AUTHORS,STAFF WRITER,N,45178,2016,"WASHINGTON, DISTRICT OF COLUMBIA"
CERTIFIED,"AIGA, THE PROFESSIONAL ASSOCIATION FOR DESIGN",WRITERS AND AUTHORS,EDITORIAL RESIDENT,N,45000,2016,"NEW YORK, NEW YORK"
CERTIFIED,"TAOLA, INC.",WRITERS AND AUTHORS,COPY WRITER,N,42556.8,2016,"SAN JOSE, CALIFORNIA"
CERTIFIED,"FCB WORLDWIDE, INC.",WRITERS AND AUTHORS,JUNIOR COPYWRITER,N,44741,2016,"NEW YORK, NEW YORK"
CERTIFIED,"LOWE AND PARTNERS WORLDWIDE, INC.",WRITERS AND AUTHORS,ASSOCIATE CREATIVE DIRECTOR (COPY WRITER),N,64376,2016,"NEW YORK, NEW YORK"
CERTIFIED,"AKQA, INC.",WRITERS AND AUTHORS,ASSOCIATE COPYWRITER,N,58968,2016,"SAN FRANCISCO, CALIFORNIA"
CERTIFIED,BRIGHTON MANAGEMENT LLC,WRITERS AND AUTHORS,COPYWRITER,N,42744,2016,"IRVINE, CALIFORNIA"
CERTIFIED,ANOMALY PARTNERS LLC,WRITERS AND AUTHORS,SENIOR COPYWRITER,Y,103667,2016,"NEW YORK, NEW YORK"
CERTIFIED,"CONILL ADVERTISING, INC.",WRITERS AND AUTHORS,COPYWRITER,N,67122,2016,"EL SEGUNDO, CALIFORNIA"
CERTIFIED,"ILIKEBUS, INC.",WRITERS AND AUTHORS,BILINGUAL COPYWRITER,N,45177.6,2016,"MCLEAN, VIRGINIA"
CERTIFIED,"SQUARE, INC.",WRITERS AND AUTHORS,COPY WRITER,Y,73507,2016,"SAN FRANCISCO, CALIFORNIA"
CERTIFIED,"VAYNERMEDIA, LLC",WRITERS AND AUTHORS,COPY WRITER,N,44741,2016,"NEW YORK, NEW YORK"
CERTIFIED,"UNITED RESOURCES INFORMATION, INC.",WRITERS AND AUTHORS,CREATIVE DIRECTOR,N,67122,2016,"TORRANCE, CALIFORNIA"
CERTIFIED,"UNIVALUE CREATIONS, LLC",WRITERS AND AUTHORS,WRITER,N,41870.4,2016,"HONOLULU, HAWAII"
CERTIFIED,TOTI MEDIA INC,WRITERS AND AUTHORS,CONTRIBUTING WRITER,N,39499,2016,"SANIBEL, FLORIDA"
CERTIFIED,"FULLBEAUTY BRANDS MANAGEMENT SERVICES, L.P.",WRITERS AND AUTHORS,COPYWRITER SEO,N,44741,2016,"NEW YORK, NEW YORK"
CERTIFIED,"THE THOUGHT & EXPRESSION COMPANY, LLC",WRITERS AND AUTHORS,SENIOR WRITER/FACILITATOR OF DIVERSITY & CULTURAL DIALOGUE,N,44741,2016,"BROOKLYN, NEW YORK"
CERTIFIED,"MINDSNACKS, INC.",WRITERS AND AUTHORS,WRITER,N,44408,2016,"SAN FRANCISCO, CALIFORNIA"
CERTIFIED,"HOGARTH WORLDWIDE, INC.",WRITERS AND AUTHORS,COPYWRITER,N,64376,2016,"NEW YORK, NEW YORK"
CERTIFIED,"LEO BURNETT COMPANY, INC., LAPIZ DIVISION",WRITERS AND AUTHORS,COPYWRITER,N,46426,2016,"CHICAGO, ILLINOIS"
CERTIFIED,"BARKBOX, INC.",WRITERS AND AUTHORS,STAFF ADVERTORIAL AND SALES CONTENT WRITER,N,44741,2016,"NEW YORK, NEW YORK"
CERTIFIED,"MODA OPERANDI, INC.",WRITERS AND AUTHORS,ASSISTANT BUYER,N,44741,2016,"NEW YORK, NEW YORK"
CERTIFIED,"FCB WORLDWIDE, INC.",WRITERS AND AUTHORS,COPYWRITER,N,44741,2016,"NEW YORK, NEW YORK"
CERTIFIED,NYAK RESOURCES INC.,WRITERS AND AUTHORS,CORPORATE COMMUNICATION SPECIALIST/COPY WRITER,N,31949,2016,"ELKO, NEVADA"
CERTIFIED,"HUAYUAN INTERNATIONAL (USA) INVESTMENT CO., LTD.",WRITERS AND AUTHORS,ADVERTISING WRITER,N,44741,2016,"NEW YORK, NEW YORK"
CERTIFIED,NAMEI GROUP INC.,WRITERS AND AUTHORS,COPY WRITER,N,44740.8,2016,"FOREST HILLS, NEW YORK"
CERTIFIED,OX3 TV PRODUCTION LLC,WRITERS AND AUTHORS,COPY WRITER,N,44740.8,2016,"NEW YORK, NEW YORK"
CERTIFIED,LEOPARD INC,WRITERS AND AUTHORS,COPY WRITER,N,31907,2016,"HILLSIDE, NEW JERSEY"
CERTIFIED,"CONILL ADVERTISING, INC.",WRITERS AND AUTHORS,COPYWRITER,N,67122,2016,"EL SEGUNDO, CALIFORNIA"
CERTIFIED,"SAATCHI & SAATCHI NORTH AMERICA, INC.",WRITERS AND AUTHORS,JUNIOR COPYWRITER,N,44200,2016,"TORRANCE, CALIFORNIA"
CERTIFIED,"DENTSU MCGARRY BOWEN, LLC",WRITERS AND AUTHORS,COPYWRITER,N,64376,2016,"NEW YORK, NEW YORK"
CERTIFIED,"MAXICON, LLC",WRITERS AND AUTHORS,DIGITAL COMMUNICATIONS SPECIALIST,N,38126,2016,"NORTH MIAMI BEACH, FLORIDA"
CERTIFIED,"RAZORFISH, LLC",WRITERS AND AUTHORS,COPYWRITER,N,44741,2016,"NEW YORK, NEW YORK"
CERTIFIED,"IWP, LLC",WRITERS AND AUTHORS,COMMUNICATIONS SPECIALIST,N,40040,2016,"DOYLESTOWN, PENNSYLVANIA"
CERTIFIED,CARLOHA INC.,WRITERS AND AUTHORS,CONTENT WRITER,N,30700.8,2016,"WESTBURY, NEW YORK"
CERTIFIED,INTELLECTUAL PROPERTY LAW GROUP LLP,WRITERS AND AUTHORS,LEGAL WRITER/TRANSLATOR,N,42556.8,2016,"SAN JOSE, CALIFORNIA"
CERTIFIED,"BH GOURMET FOODS, INC.",WRITERS AND AUTHORS,COMMUNICATIONS SPECIALIST,N,26312,2016,"FT. LAUDERDALE, FLORIDA"
CERTIFIED,"DEVICE INSIDE, INC.",WRITERS AND AUTHORS,ADVERTISING COPYWRITER,N,44678.4,2016,"DALLAS, TEXAS"
CERTIFIED,"SAATCHI & SAATCHI NORTH AMERICA, INC.",WRITERS AND AUTHORS,COPYWRITER,N,67122,2016,"TORRANCE, CALIFORNIA"
CERTIFIED,"SHAMI MEDIA GROUP, INC.",WRITERS AND AUTHORS,COPY WRITER,N,44740.8,2016,"NEW YORK, NEW YORK"
CERTIFIED,"UMGEE U.S.A., INC.",WRITERS AND AUTHORS,ADVERTISING COPY WRITER,N,44200,2016,"LOS ANGELES, CALIFORNIA"
CERTIFIED,"GENIUS MEDIA GROUP, INC.",WRITERS AND AUTHORS,NEWS GENIUS COMMUNITY MANAGER,N,44741,2016,"BROOKLYN, NEW YORK"
CERTIFIED,"CINCINNATI ASIA MARKET, INC",WRITERS AND AUTHORS,COPYWRITER,N,36483.2,2016,"CINCINNATI, OHIO"
CERTIFIED,SOLTECH US CORP,WRITERS AND AUTHORS,MEDIA MARKETING CONTENT WRITER,N,31907,2016,"FAIRFIELD, NEW JERSEY"
CERTIFIED,"CREDIBLE LABS, INC.",WRITERS AND AUTHORS,STAFF WRITER,N,44408,2016,"SAN FRANCISCO, CALIFORNIA"
CERTIFIED,"CO: COLLECTIVE, LLC",WRITERS AND AUTHORS,CONTENT CREATOR,Y,103667,2016,"NEW YORK, NEW YORK"
DENIED,CHINATEX ORIENTAL (USA) INC.,WRITERS AND AUTHORS,COPY WRITER,N,55744,2016,"NEW YORK, NEW YORK"
CERTIFIED,"HUAYUAN INTERNATIONAL (USA) INVESTMENT CO., LTD.",WRITERS AND AUTHORS,ADVERTISING WRITER,N,44741,2016,"NEW YORK, NEW YORK"
CERTIFIED,THE THOUGHT & EXPRESSION COMPANY,WRITERS AND AUTHORS,"SENIOR WRITER, PSYCHOLOGY & BEHAVIORAL THEORY",N,44741,2016,"BROOKLYN, NEW YORK"
CERTIFIED,CAL MARKETING AND PROMOTION GROUP INC,WRITERS AND AUTHORS,ADVERTISING SPECIALIST,N,44200,2016,"ALHAMBRA, CALIFORNIA"
CERTIFIED,SQUAT DESIGN LLC,WRITERS AND AUTHORS,COPYWRITER,N,44741,2016,"NEW YORK, NEW YORK"
CERTIFIED,SAPPO MANAGEMENT LTD,WRITERS AND AUTHORS,MEDIA COPY WRITER,N,44740.8,2016,"FLUSHING, NEW YORK"
CERTIFIED,CHINATEX ORIENTAL (USA) INC.,WRITERS AND AUTHORS,COPY WRITER,N,44740.8,2016,"NEW YORK, NEW YORK"
CERTIFIED,"LATINWORKS MARKETING, LLC",WRITERS AND AUTHORS,COPY WRITER,N,40914,2016,"AUSTIN, TEXAS"
CERTIFIED,UNID GLOBAL GROUP CORP,WRITERS AND AUTHORS,WRITER - BUSINESS PROJECTS,N,34840,2016,"SAN BERNARDINO, CALIFORNIA"
CERTIFIED,"YASHI, INC.",WRITERS AND AUTHORS,AD OPERATIONS ASSOCIATE,N,39020.8,2016,"TOMS RIVER, NEW JERSEY"
CERTIFIED,"LTS CHICAGO ENTERPRISES, INC.",WRITERS AND AUTHORS,SOCIAL MEDIA EXPERT,N,46426,2016,"ELK GROVE VILLAGE, ILLINOIS"
CERTIFIED,"GY EMPIRE, LLC.",WRITERS AND AUTHORS,WRITER,N,45489.6,2016,"LOS ANGELES, CALIFORNIA"
CERTIFIED,"GYRO, LLC",WRITERS AND AUTHORS,SENIOR COPY WRITER (27-3043.04 COPY WRITERS),Y,90064,2016,"SAN FRANCISCO, CALIFORNIA"
CERTIFIED,"SHAMI MEDIA GROUP, INC.",WRITERS AND AUTHORS,COPY WRITER,N,44740.8,2016,"NEW YORK, NEW YORK"
CERTIFIED,"GLOBAL COLLECT SERVICES USA, INC.",WRITERS AND AUTHORS,MARKETING MANAGER (COPY WRITER),Y,73507,2016,"SAN FRANCISCO, CALIFORNIA"
CERTIFIED,ITALK MOBILE CORPORATION,WRITERS AND AUTHORS,SOCIAL MEDIA COPYWRITER,N,45177.6,2016,"MCLEAN, VIRGINIA"
CERTIFIED,EASTERNCCTV USA LLC,WRITERS AND AUTHORS,COPY WRITER,N,44740.8,2016,"COLLEGE POINT, NEW YORK"
CERTIFIED,ELEVEN INC.,WRITERS AND AUTHORS,COPY WRITER,N,44408,2016,"SAN FRANCISCO, CALIFORNIA"
CERTIFIED,"LEO BURNETT COMPANY, INC., LAPIZ DIVISION",WRITERS AND AUTHORS,COPYWRITER,N,46426,2016,"CHICAGO, ILLINOIS"
CERTIFIED,"TEN35, LLC",WRITERS AND AUTHORS,SENIOR COPYWRITER,Y,87360,2016,"CHICAGO, ILLINOIS"
CERTIFIED,"JAMCA GLOBAL SERVICE, INC.",WRITERS AND AUTHORS,EDITORTIAL WRITER,N,44200,2016,"LOS ANGELES, CALIFORNIA"
CERTIFIED,"UNIVA AMERICA, INC.",WRITERS AND AUTHORS,COPY WRITER,N,44740.8,2016,"NEW YORK, NEW YORK"
CERTIFIED,GREEN MAPLE LAW GROUP APC,WRITERS AND AUTHORS,COPY WRITER,N,42744,2016,"IRVINE, CALIFORNIA"
DENIED,SHOWCITY USA CORPORATION,WRITERS AND AUTHORS,CREATIVE AFFAIRS ANALYST,N,67122,2016,"LOS ANGELES, CALIFORNIA"
CERTIFIED,"WHOLESOME REALTY MANAGEMENT, INC.",WRITERS AND AUTHORS,MEDIA COPY WRITER,N,44740.8,2016,"NEW YORK, NEW YORK"
CERTIFIED,CHASING THE FLAME LLC,WRITERS AND AUTHORS,CREATIVE AFFAIRS ANALYST,N,44200,2016,"NORTH HOLLYWOOD, CALIFORNIA"
CERTIFIED,"GREY GLOBAL GROUP, LLC",WRITERS AND AUTHORS,JUNIOR COPYWRITER,N,44741,2016,"NEW YORK, NEW YORK"
CERTIFIED,"FIRST LINK, INC.",WRITERS AND AUTHORS,EDITORIAL WRITER,N,41870.4,2016,"HONOLULU, HAWAII"
CERTIFIED,MAGIC PICTURES INTERNATIONAL,WRITERS AND AUTHORS,CREATIVE AFFAIRS ANALYST,N,44200,2016,"LOS ANGELES, CALIFORNIA"
CERTIFIED,"SHAMI MEDIA GROUP, INC.",WRITERS AND AUTHORS,COPY WRITER,N,25688,2016,"MIAMI, FLORIDA"
CERTIFIED,"MAXICON, LLC",WRITERS AND AUTHORS,DIGITAL COMMUNICATIONS SPECIALIST,N,50565,2016,"NORTH MIAMI BEACH, FLORIDA"
CERTIFIED,SHOWCITY USA CORPORATION,WRITERS AND AUTHORS,CREATIVE AFFAIRS ANALYST,N,67122,2016,"LOS ANGELES, CALIFORNIA"
CERTIFIED,"ADASIA COMMUNICATIONS, INC.",WRITERS AND AUTHORS,WRITER,Y,84032,2016,"ENGLEWOOD CLIFFS, NEW JERSEY"
CERTIFIED,"GREENTECH MEDIA, INC.",WRITERS AND AUTHORS,SENIOR WRITER,N,67122,2016,"SANTA MONICA, CALIFORNIA"
CERTIFIED,ROYALL ADVERTISING LLC,WRITERS AND AUTHORS,COPYWRITER,N,44740.8,2016,"NEW YORK, NEW YORK"
CERTIFIED,LATINWORKS MARKETING LLC,WRITERS AND AUTHORS,COPYWRITER,N,40914,2016,"AUSTIN, TEXAS"
CERTIFIED,"LOCUS TELECOMMUNICATIONS, LLC",WRITERS AND AUTHORS,CORPORATE WRITER,N,62691,2016,"FORT LEE, NEW JERSEY"
CERTIFIED,"EYE PRODUCTIONS INC, A WHOLLY OWNED SUBSIDIARY OF CBS CORPORATION",WRITERS AND AUTHORS,WRITER,N,44200,2016,"STUDIO CITY, CALIFORNIA"
CERTIFIED,"AAXY, LLC",WRITERS AND AUTHORS,COPYWRITER,N,26957,2016,"AUSTIN, TEXAS"
CERTIFIED,72ANDSUNNY PARTNERS LLC,WRITERS AND AUTHORS,SENIOR WRITER,Y,112944,2016,"PLAYA VISTA, CALIFORNIA"
CERTIFIED,TOPSPIN CREATIVE CORPORATION,WRITERS AND AUTHORS,WRITER,N,44740.8,2016,"NEW YORK, NEW YORK"
CERTIFIED,SEARCH FOR COMMON GROUND,WRITERS AND AUTHORS,COMMUNICATIONS ASSOCIATE,N,37086,2016,"WASHINGTON, DISTRICT OF COLUMBIA"
CERTIFIED,THE CATHOLIC UNIVERSITY OF AMERICA,WRITERS AND AUTHORS,WEB CONTENT SPECIALIST,N,34965,2016,"WASHINGTON, DISTRICT OF COLUMBIA"
CERTIFIED,522 W 38TH ST NY LLC,WRITERS AND AUTHORS,COPYWRITER,N,46446.4,2016,"FLUSHING, NEW YORK"
CERTIFIED,"WELLS FARGO BANK, N.A.",WRITERS AND AUTHORS,"MARKETING WRITER, LINGUISTIC AND PROJECT MANAGEMENT",N,54350,2016,"SAN FRANCISCO, CALIFORNIA"
CERTIFIED,"IW GROUP, INC.",WRITERS AND AUTHORS,ADVERTISING COPYWRITER,Y,89835,2016,"WEST HOLLYWOOD, CALIFORNIA"
CERTIFIED,ITALIAN AMERICAN CHAMBER OF COMMERCE,WRITERS AND AUTHORS,COMMUNICATIONS SPECIALIST,N,57096,2016,"CHICAGO, ILLINOIS"
CERTIFIED,"BANG BANG DA, INC.",WRITERS AND AUTHORS,COPY WRITER,N,42848,2016,"BOSTON, MASSACHUSETTS"
CERTIFIED,BARD COLLEGE,WRITERS AND AUTHORS,GRANT WRITER,N,52832,2016,"NEW YORK, NEW YORK"
CERTIFIED,"NATURALLY PLUS USA, INC.",WRITERS AND AUTHORS,COPYWRITER,N,40643,2016,"LAS VEGAS, NEVADA"
CERTIFIED,"HAVAS HEALTH, INC.",WRITERS AND AUTHORS,MEDICAL DIRECTOR,Y,85675,2016,"NEW YORK, NEW YORK"
CERTIFIED,"HAVAS HEALTH, INC.",WRITERS AND AUTHORS,MEDICAL DIRECTOR,Y,85675,2016,"NEW YORK, NEW YORK"
CERTIFIED,"JND, INC.",WRITERS AND AUTHORS,ADVERTISING COPYWRITER,N,35588.8,2016,"CARROLLTON, TEXAS"
CERTIFIED,J. WALTER THOMPSON U.S.A. LLC,WRITERS AND AUTHORS,COPY WRITER,N,66061,2016,"NEW YORK, NEW YORK"
CERTIFIED,"TURBO PERFORMANCE, LLC.",WRITERS AND AUTHORS,COMMUNICATIONS SPECIALIST,N,36379.2,2016,"WEST HAVEN, UTAH"
CERTIFIED,"180LA, LLC",WRITERS AND AUTHORS,ASSOCIATE CREATIVE DIRECTOR - COPYWRITER,Y,90022,2016,"SANTA MONICA, CALIFORNIA"
CERTIFIED,S A INTERNATIONAL INC.,WRITERS AND AUTHORS,COPY WRITER,N,29972.8,2016,"MURRAY, UTAH"
CERTIFIED,"ISH ENTERTAINMENT, LLC",WRITERS AND AUTHORS,WRITER & MEDIA DEVELOPMENT COORDINATOR,N,44741,2016,"NEW YORK, NEW YORK"
CERTIFIED,"OGILVY GROUP, LLC - OGILVY & MATHER",WRITERS AND AUTHORS,COPYWRITER,N,46446,2016,"NEW YORK, NEW YORK"
CERTIFIED,ANOMALY PARTNERS LLC,WRITERS AND AUTHORS,SENIOR COPYWRITER,Y,103667,2016,"NEW YORK, NEW YORK"
CERTIFIED,MOTHER INDUSTRIES LLC,WRITERS AND AUTHORS,CREATIVE (COPYWRITER),N,64376,2016,"NEW YORK, NEW YORK"
CERTIFIED,"DROGA5, LLC",WRITERS AND AUTHORS,COPYWRITER,N,64376,2016,"NEW YORK, NEW YORK"
DENIED,CONTENTINK LLC,WRITERS AND AUTHORS,COPYWRITER & EDITOR,N,44741,2016,"NEW YORK, NEW YORK"
CERTIFIED,CONTENTINK LLC,WRITERS AND AUTHORS,COPYWRITER & EDITOR,N,44741,2016,"NEW YORK, NEW YORK"
CERTIFIED,HEAT VENTURES LLC,WRITERS AND AUTHORS,SENIOR WRITER,N,58968,2016,"SAN FRANCISCO, CALIFORNIA"
CERTIFIED,"AKQA, INC.",WRITERS AND AUTHORS,SENIOR COPYWRITER,Y,84032,2016,"NEW YORK, NEW YORK"
CERTIFIED,ANOMALY PARTNERS LLC,WRITERS AND AUTHORS,SENIOR COPYWRITER,Y,103667,2016,"NEW YORK, NEW YORK"
CERTIFIED,QUAIL TELEVISION LLC,WRITERS AND AUTHORS,WRITER,Y,90022,2016,"SANTA MONICA, CALIFORNIA"
CERTIFIED,"DENTSU MCGARRY BOWEN, LLC",WRITERS AND AUTHORS,SENIOR COPYWRITER,Y,103667,2016,"NEW YORK, NEW YORK"
CERTIFIED,QUAIL TELEVISION LLC,WRITERS AND AUTHORS,WRITER,Y,90022,2016,"SANTA MONICA, CALIFORNIA"
DENIED,ROCK CREEK REAL ESTATE GROUP LLC,WRITERS AND AUTHORS,CONTENT WRITER,N,45760,2016,"WASHINGTON, DISTRICT OF COLUMBIA"
CERTIFIED,"DENTSU MCGARRY BOWEN, LLC",WRITERS AND AUTHORS,SENIOR COPYWRITER,Y,103667,2016,"NEW YORK, NEW YORK"
CERTIFIED,ROCK CREEK REAL ESTATE GROUP LLC,WRITERS AND AUTHORS,CONTENT WRITER,N,45177.6,2016,"WASHINGTON, DISTRICT OF COLUMBIA"
CERTIFIED,CONTENTIUM LLC,WRITERS AND AUTHORS,"COPYWRITER, DIRECT RESPONSE",N,66913.6,2016,"NORTHRIDGE, CALIFORNIA"
CERTIFIED,MOTHER INDUSTRIES LLC,WRITERS AND AUTHORS,CREATIVE (COPYWRITER),Y,84032,2016,"NEW YORK, NEW YORK"
CERTIFIED,THE COLONY MEDIA INC,WRITERS AND AUTHORS,BUSINESS WRITER,N,64376,2016,"NEW YORK, NEW YORK"
CERTIFIED,J WALTER THOMPSON USA LLC,WRITERS AND AUTHORS,SENIOR CREATIVE WRITER,Y,103667,2016,"NEW YORK, NEW YORK"
CERTIFIED,LIFE CHANGE INC,WRITERS AND AUTHORS,WRITER,N,44741,2016,"NEW YORK, NEW YORK"
CERTIFIED,"HAVAS HEALTH, INC.",WRITERS AND AUTHORS,SENIOR COPYWRITER,Y,84032,2016,"NEW YORK, NEW YORK"
CERTIFIED,"ABOUT, INC.",WRITERS AND AUTHORS,"EMAIL MARKETING MANAGER, HEALTH",N,64376,2016,"NEW YORK, NEW YORK"
CERTIFIED,J. WALTER THOMPSON USA LLC,WRITERS AND AUTHORS,SENIOR COPYWRITER,Y,103667,2016,"NEW YORK, NEW YORK"
CERTIFIED,"BARTLE BOGLE HEGARTY, INC.",WRITERS AND AUTHORS,COPYWRITER,N,64376,2016,"NEW YORK, NEW YORK"
CERTIFIED,BBDO USA LLC,WRITERS AND AUTHORS,ASSOCIATE CREATIVE DIRECTOR,Y,88067,2016,"SAN FRANCISCO, CALIFORNIA"
CERTIFIED,"HAVAS HEALTH, INC.",WRITERS AND AUTHORS,COPYWRITER,N,44741,2016,"NEW YORK, NEW YORK"
CERTIFIED,"R/GA MEDIA GROUP, INC.",WRITERS AND AUTHORS,SENIOR COPYWRITER,Y,84032,2016,"NEW YORK, NEW YORK"
